id,house,course,sex,wandCore,bloodStatus,result,Defence against the dark arts exam,Flying exam,Astronomy exam,Herbology exam,Divinations exam,Charms exam,History of magic exam,Arithmancy exam,Care of magical creatures exam,Muggle studies exam,Study of ancient runes exam,Transfiguration exam,Potions exam,week_1,week_2,week_3,week_4,week_5,week_6,week_7,week_8,week_9,week_10,week_11,week_12,week_13,week_14,week_15,week_16,week_17,week_18,week_19,week_20,week_21,week_22,week_23,week_24,week_25,week_26,week_27,week_28,week_29,week_30,week_31,week_32,week_33,week_34,week_35,week_36,week_37,week_38,week_39,week_40
279,Slytherin,7,female,phoenix feather,half-blood,180,57,61,74,65,75,53,62,52,70,63,79,53,87,1,20,20,5,0,1,5,1,1,3,-20,0,3,0,10,20,10,0,-10,0,3,10,0,5,5,0,10,20,3,10,0,10,-3,3,0,10,3,10,10,1
280,Slytherin,2,female,dragon heartstring,half-blood,162,64,70,73,70,60,60,56,53,79,52,60,59,75,-10,1,5,-3,20,5,5,0,20,0,10,10,5,-5,0,3,-3,3,5,5,-5,1,1,0,5,20,10,20,-1,20,-5,5,-20,10,-1,10,1,20,-5,0
281,Slytherin,7,female,phoenix feather,half-blood,187,56,66,65,68,76,71,61,67,74,73,53,86,95,5,20,0,10,5,0,20,1,10,-3,3,10,10,3,10,10,20,5,10,-5,3,3,10,10,-5,-5,0,-5,3,-5,10,10,-5,3,1,20,0,0,5,-10
282,Gryffindor,4,female,dragon heartstring,pure-blood,-14,48,28,56,34,17,56,22,33,36,49,31,72,33,-3,-20,1,10,5,0,20,10,10,-5,5,-3,-5,-5,-20,20,0,5,3,10,5,0,-20,1,-5,-3,-1,-10,1,-10,0,0,0,3,5,0,-20,0,5,-3
283,Hufflepuff,4,female,unicorn hair,half-blood,32,40,44,43,49,54,44,41,42,32,47,48,45,49,-10,-10,-5,-1,5,-10,-20,1,5,1,-10,20,20,1,5,20,3,0,5,20,0,-20,-1,0,0,5,0,10,5,10,10,5,-3,-20,0,1,-5,-10,10,-5
284,Gryffindor,4,male,unicorn hair,half-blood,51,47,52,36,49,61,43,48,36,48,43,31,7,54,5,-10,10,0,5,-10,5,0,20,10,0,5,-20,0,5,-1,5,5,-1,-5,1,5,-5,-1,20,-5,-3,1,-20,3,5,-3,-10,1,5,1,3,10,20,-5
285,Ravenclaw,3,male,phoenix feather,half-blood,79,69,57,43,41,61,34,51,51,32,44,54,27,43,1,10,-5,0,-20,10,10,5,0,-20,3,-10,5,1,-20,5,0,0,20,10,3,-10,10,5,0,1,-3,10,0,5,20,3,0,0,0,5,-5,0,20,10
286,Hufflepuff,7,female,unicorn hair,half-blood,53,44,44,45,44,49,39,53,45,27,65,48,48,35,20,0,5,0,0,-10,0,1,0,3,0,-3,-20,-5,10,-5,1,20,-5,5,5,-3,-1,1,-5,1,-1,-10,5,-10,5,-10,-1,5,1,20,-1,20,5,10
287,Ravenclaw,3,female,phoenix feather,pure-blood,171,68,53,58,84,57,55,50,62,61,38,45,79,68,-5,10,5,-10,10,-1,10,1,10,-5,5,3,3,5,5,3,5,1,1,5,0,3,20,1,5,5,5,5,0,0,10,20,-5,5,0,20,3,10,0,3
288,Ravenclaw,1,female,dragon heartstring,muggle-born,167,71,63,60,75,73,51,57,72,64,65,49,53,25,10,1,20,3,10,20,20,0,3,-10,5,3,1,3,0,0,3,0,-5,1,1,3,-1,1,5,5,-5,0,20,20,5,-20,20,-3,5,20,3,5,-10,5
289,Slytherin,6,female,unicorn hair,pure-blood,189,66,69,64,74,58,90,60,67,42,58,45,53,67,1,20,0,20,3,20,5,-5,0,10,1,5,20,1,0,1,-10,0,0,10,10,5,3,-10,20,-5,-3,1,20,5,0,20,0,-5,1,5,10,10,0,0
290,Slytherin,6,male,phoenix feather,pure-blood,-201,15,25,20,20,30,17,7,3,5,0,-0,7,77,-10,1,-3,-10,-3,-1,-5,0,0,-5,-20,5,-5,0,0,-3,-10,-1,-10,-3,-3,-5,5,-1,-5,-3,10,-20,-10,0,-20,-5,-5,0,-5,-20,-20,-5,-1,-5
291,Hufflepuff,1,female,dragon heartstring,half-blood,-11,51,25,23,36,34,50,40,37,15,40,40,70,44,3,-3,-10,20,-3,20,-20,-10,5,0,3,5,-3,3,1,10,-3,5,5,3,5,10,-10,-10,-3,3,-5,5,3,1,0,5,-20,1,0,-1,-1,-10,5,-20
292,Slytherin,1,male,dragon heartstring,half-blood,-237,9,12,0,3,8,20,3,0,0,13,14,14,89,0,-5,-1,-1,-5,-20,-5,0,-20,3,1,-5,-5,-20,-5,-5,-10,-20,-5,-1,-5,0,-1,-1,-3,-5,-5,-5,-5,-10,-10,-5,-5,-20,0,1,1,-20,-5,-5
293,Hufflepuff,3,male,phoenix feather,half-blood,-64,24,43,27,41,23,34,28,34,25,20,27,52,62,-5,-5,0,1,5,-20,5,5,10,-20,-20,-3,0,-5,5,20,-5,5,-10,20,-5,5,-5,-1,-3,0,10,-20,5,3,10,-10,-5,-20,-10,5,3,-5,-5,1
294,Hufflepuff,3,male,unicorn hair,half-blood,52,48,38,54,59,42,48,56,40,40,46,43,39,11,-5,1,3,-20,-5,3,1,5,5,1,10,10,1,0,0,-20,1,0,0,3,5,10,5,0,5,0,20,10,-1,1,20,5,1,-5,3,-1,-10,5,-20,5
295,Slytherin,3,female,phoenix feather,half-blood,163,65,74,47,54,61,68,63,64,67,54,65,73,75,5,10,1,20,3,-5,-1,10,-3,0,-10,5,10,5,-5,0,10,3,0,20,20,-20,20,0,20,1,-3,3,3,5,0,0,1,-5,0,0,10,20,0,10
296,Ravenclaw,7,female,dragon heartstring,half-blood,216,74,68,77,84,64,77,55,67,77,66,61,79,16,0,0,20,10,3,20,20,5,20,3,3,0,-5,0,5,-3,5,10,20,20,-5,10,0,-5,-3,-5,5,3,10,3,1,0,1,3,5,10,1,1,5,20
297,Slytherin,7,female,phoenix feather,pure-blood,219,65,71,74,72,65,57,65,63,66,71,77,50,90,5,5,-10,1,5,-5,0,5,20,10,20,0,50,1,1,3,3,5,0,0,0,3,-20,1,1,0,20,5,10,20,20,5,5,10,1,20,-1,0,5,-5
298,Hufflepuff,5,male,unicorn hair,pure-blood,43,56,43,38,16,42,40,43,63,21,43,54,54,64,0,1,0,1,-10,-3,-1,0,-10,0,-5,-1,10,0,5,0,1,5,0,3,10,10,3,0,-5,0,20,0,0,-10,1,-1,20,-20,0,-1,0,10,0,10
299,Hufflepuff,2,female,phoenix feather,muggle-born,-95,43,18,32,21,33,42,39,11,39,45,26,51,20,-10,-1,10,-5,3,0,-1,-1,-1,20,-1,-20,0,-1,0,-10,-3,5,-5,1,5,-20,1,3,-5,-10,1,5,-3,-10,-20,-1,-10,-3,-10,0,3,-10,10,-1
300,Gryffindor,6,male,unicorn hair,half-blood,77,55,43,52,48,47,67,49,53,42,38,52,80,42,0,-1,0,-5,1,5,-1,1,0,-5,5,20,5,10,10,5,-5,20,1,-1,-10,10,3,-1,-20,10,10,-1,-1,-3,20,1,1,20,-10,-5,-3,-10,1,0
301,Slytherin,1,female,phoenix feather,pure-blood,78,34,65,40,47,61,46,72,45,52,51,36,90,92,1,-3,-5,-20,20,20,10,5,5,10,5,10,20,0,5,0,10,-3,-5,-20,-10,5,10,1,-3,0,3,-10,-5,10,10,0,-20,10,0,0,5,1,1,5
302,Slytherin,1,female,unicorn hair,half-blood,141,67,60,49,61,64,66,52,65,56,45,44,77,85,20,0,-10,0,10,-5,10,0,1,5,0,-5,1,5,5,5,-5,20,5,1,3,3,5,10,5,10,1,0,10,-10,0,1,5,10,20,0,-10,10,5,0
303,Slytherin,3,male,unicorn hair,half-blood,-110,29,14,30,34,42,23,36,11,25,25,28,28,100,0,0,-5,-10,-10,-20,0,-10,-5,0,0,0,-10,-5,10,-10,-10,-1,1,0,0,-3,-1,-20,20,-3,-10,0,3,-20,0,5,0,-3,3,-3,1,-1,-3,10
304,Gryffindor,1,male,dragon heartstring,half-blood,68,50,48,41,62,52,47,46,49,55,27,32,57,3,3,1,0,-10,3,1,-5,-10,20,-5,0,0,20,1,10,-3,-10,5,20,5,-3,5,0,0,5,-3,10,0,3,1,5,5,-20,10,1,1,20,-20,1,1
305,Slytherin,3,male,phoenix feather,half-blood,-149,20,45,24,6,13,24,14,34,11,24,0,6,84,-3,-5,-10,0,-1,-5,-10,-10,0,-5,0,-3,-10,-1,-1,5,-5,-10,-5,-3,-5,-10,-10,-1,-5,-3,-5,0,10,-3,-20,0,-5,-5,0,0,-5,10,-5,-5
306,Slytherin,5,female,dragon heartstring,half-blood,136,70,49,70,40,72,57,57,64,61,44,54,77,80,5,3,5,5,0,10,20,-10,20,1,5,-20,0,0,1,5,1,10,-5,1,5,5,-5,20,-10,20,0,5,0,-10,5,1,5,5,3,20,5,5,-1,1
307,Gryffindor,6,female,unicorn hair,half-blood,-76,31,35,39,12,23,39,21,29,46,31,26,60,51,5,-20,1,0,-20,5,1,-1,1,0,-5,5,0,10,-1,10,-3,10,-10,-1,0,-10,3,0,0,-5,-20,5,3,-10,-20,0,-1,-3,1,1,3,10,-10,-10
308,Gryffindor,3,male,phoenix feather,half-blood,54,46,47,38,44,56,49,43,52,58,29,59,37,6,-5,5,0,10,-20,-1,3,0,5,-10,5,0,-5,5,5,-1,1,-5,-20,5,-10,-1,-3,10,10,-20,10,-10,20,0,0,1,-10,20,20,10,20,20,0,-10
309,Ravenclaw,6,female,dragon heartstring,half-blood,100,58,53,45,61,56,49,70,60,46,60,76,30,12,-5,0,3,5,3,0,20,-5,20,3,5,-20,3,5,0,0,0,3,-1,20,3,1,5,0,-20,5,0,1,0,0,3,5,5,10,10,5,1,5,1,1
310,Gryffindor,4,male,dragon heartstring,half-blood,-66,35,18,36,27,15,31,53,58,43,20,37,46,40,-5,5,-10,-20,-3,20,5,3,-10,1,-10,-3,5,0,-1,-5,5,-5,3,3,1,3,-5,3,3,-1,-5,10,10,10,-1,-20,0,5,-10,-5,-5,3,-20,-20
311,Hufflepuff,7,male,unicorn hair,half-blood,-9,46,35,20,54,47,46,15,48,57,46,44,17,9,-3,-10,1,-5,10,-3,5,-10,5,3,0,20,10,0,-3,10,-5,-5,-5,10,0,5,10,0,-5,-20,1,1,0,-10,-20,5,-5,-20,0,20,0,0,3,1
312,Hufflepuff,5,female,dragon heartstring,pure-blood,87,51,65,57,53,54,42,50,66,58,58,57,38,43,3,1,1,1,5,0,0,0,1,-3,1,3,1,10,-5,-20,0,20,10,1,5,-1,10,1,5,-10,5,0,5,5,0,1,5,1,0,10,5,3,10,-3
313,Hufflepuff,1,male,dragon heartstring,half-blood,59,53,70,64,26,38,56,45,53,61,55,30,40,61,20,1,0,-1,1,-10,-5,3,-5,20,5,-5,0,-5,1,-10,5,10,-10,1,-5,1,-10,3,-3,5,20,0,-10,-1,3,3,-1,-3,1,-5,10,5,10,20
314,Gryffindor,3,female,dragon heartstring,half-blood,14,56,18,44,54,35,43,57,38,43,35,44,57,59,1,5,-5,0,-20,20,1,-5,-1,0,0,0,-1,0,5,-10,10,0,0,0,1,1,-10,5,1,-5,-5,-10,10,10,20,-3,3,0,5,1,0,-10,-5,5
315,Hufflepuff,1,female,dragon heartstring,pure-blood,-3,21,41,28,48,51,43,46,35,56,51,43,19,15,5,-10,-3,-5,10,3,-5,10,10,20,0,0,5,1,0,-5,0,-10,-1,-5,0,-3,-5,0,-20,1,0,5,3,-10,5,10,5,-10,5,-3,-5,0,-1,0
316,Slytherin,4,male,dragon heartstring,muggle-born,-72,45,29,33,38,12,33,13,21,26,38,27,45,97,0,-3,-1,0,-1,-1,-1,-10,-5,0,20,-5,-10,-5,-5,-5,0,-1,-5,-10,-5,-5,-1,0,-5,0,-3,-5,3,0,-10,-5,20,-5,-1,0,-10,5,0,3
317,Hufflepuff,6,female,unicorn hair,pure-blood,71,47,43,64,52,55,52,51,45,36,53,44,55,64,-10,3,5,3,10,0,-3,1,0,-3,1,0,5,0,-3,-10,-5,-5,0,10,-1,10,-1,0,5,10,-5,20,-5,1,3,0,3,3,5,0,20,0,-1,5
318,Hufflepuff,4,male,phoenix feather,half-blood,-27,40,46,42,35,35,41,31,41,40,41,47,43,2,10,10,-10,5,3,-10,1,0,-20,5,-3,-20,-3,5,-10,5,5,3,-5,0,10,3,-5,1,1,5,0,10,-5,1,-20,20,5,-10,3,-5,0,-5,3,-10
319,Hufflepuff,4,female,dragon heartstring,half-blood,31,49,45,59,47,49,52,39,45,42,38,51,56,17,-10,5,20,0,-10,5,1,0,-1,-10,5,0,3,3,-10,10,0,0,5,1,0,-20,-1,20,-20,0,10,0,0,-3,3,-1,10,0,20,-5,-5,0,1,5
320,Hufflepuff,5,male,dragon heartstring,pure-blood,-31,25,23,20,35,24,43,33,25,30,28,31,43,48,-1,-3,5,3,-5,1,0,0,5,-5,-5,-3,20,0,-5,1,5,-3,0,3,-5,-20,0,-5,-3,0,0,-5,-1,5,10,10,0,1,-5,-10,-1,-20,0,5
321,Hufflepuff,7,female,unicorn hair,pure-blood,21,44,48,34,41,36,26,47,46,29,66,44,24,9,3,20,-1,3,5,-1,3,-10,-5,-20,1,5,1,3,-5,5,20,5,10,0,-20,1,5,1,-5,1,1,20,-1,-20,5,1,0,3,3,1,-3,1,-5,-10
322,Ravenclaw,4,male,dragon heartstring,half-blood,136,64,47,60,55,77,54,40,58,65,55,42,50,64,-5,1,20,0,5,10,10,3,10,5,5,3,0,5,0,20,20,1,-10,5,3,-1,3,-5,0,-20,10,10,0,1,0,0,20,5,10,5,5,1,1,-20
323,Hufflepuff,4,female,phoenix feather,half-blood,82,37,60,45,64,40,41,58,30,35,56,58,65,33,1,-5,3,5,0,20,-3,-3,10,5,10,-3,1,0,5,1,5,5,-10,1,1,10,-20,-5,20,-1,-10,5,-10,10,-1,0,20,0,0,5,-5,5,0,10
324,Ravenclaw,4,male,dragon heartstring,half-blood,74,57,58,42,40,42,49,63,42,33,70,47,45,43,0,3,3,1,5,5,10,0,0,0,3,10,-3,10,5,-1,5,0,0,0,-10,0,10,0,1,3,0,0,-3,0,5,5,-1,3,-10,5,0,10,0,0
325,Hufflepuff,3,female,phoenix feather,muggle-born,63,55,51,54,55,39,55,62,37,50,41,34,51,20,5,5,5,1,3,20,10,1,-1,1,-5,1,5,20,0,0,5,10,-5,20,3,-5,-20,3,0,20,3,-3,10,-20,1,3,-10,1,-10,5,1,-5,-10,-5
326,Gryffindor,4,female,unicorn hair,half-blood,-9,36,35,40,48,26,49,46,59,42,38,25,29,46,0,-20,0,-5,5,0,5,0,-5,10,3,20,-5,-5,3,5,-10,-1,0,-1,10,5,3,-5,5,-1,5,-20,-10,-5,-20,1,0,5,20,5,-3,0,-3,0
327,Hufflepuff,6,male,phoenix feather,half-blood,-94,27,32,32,32,18,43,35,38,41,27,18,72,60,-5,-20,0,5,-3,10,1,5,10,-20,-10,-10,0,-5,-10,-3,1,0,20,10,-20,-10,0,5,-3,-20,-5,-1,-5,5,-3,0,-3,-20,5,3,3,-5,-1,5
328,Ravenclaw,7,female,phoenix feather,half-blood,68,48,43,55,49,52,64,39,48,64,46,52,50,55,1,0,5,0,0,20,10,-10,5,3,-1,3,10,-1,0,-5,3,-5,3,0,-5,5,-20,0,0,10,10,5,-5,10,10,5,-20,5,5,1,1,1,-1,10
329,Gryffindor,2,male,dragon heartstring,pure-blood,14,27,49,39,41,28,41,52,34,33,40,45,38,8,10,3,1,0,10,0,0,-20,5,5,0,5,-10,-5,5,-3,-10,10,-5,-5,-1,1,0,-1,-1,-3,3,0,0,-1,-10,-20,10,0,20,0,0,0,20,1
330,Ravenclaw,6,female,phoenix feather,half-blood,173,75,66,63,73,68,69,67,56,60,66,52,57,7,5,20,-5,1,20,1,0,5,20,5,1,3,0,5,3,3,3,10,1,10,5,0,0,0,5,1,3,5,-5,5,0,0,0,0,3,10,10,0,20,0
331,Hufflepuff,1,male,unicorn hair,half-blood,46,61,66,55,57,30,28,30,75,44,58,43,15,50,1,-20,5,20,-5,20,10,20,5,20,-1,5,20,-20,3,5,-5,-3,-10,-10,5,3,-5,10,-20,-5,20,-20,10,-10,3,-5,5,0,-5,0,-5,5,-5,5
332,Hufflepuff,1,male,unicorn hair,muggle-born,14,47,23,38,45,38,21,42,60,40,39,34,23,52,-5,5,1,-3,-1,0,-5,5,10,-5,5,5,3,-20,0,1,0,0,5,-10,10,-10,10,-20,5,-5,20,3,0,5,20,-20,-5,-3,3,0,-5,0,10,5
333,Gryffindor,4,female,dragon heartstring,half-blood,-21,34,22,26,45,25,43,36,43,53,45,36,51,43,3,-5,-5,20,0,-1,1,3,0,20,5,-10,0,-20,1,0,-5,1,3,5,1,1,-10,3,-5,3,-20,-1,0,1,5,-3,-1,3,5,10,1,-5,-5,-20
334,Gryffindor,1,male,unicorn hair,half-blood,66,55,41,44,31,42,51,38,56,48,48,47,46,1,3,0,-5,3,-1,10,-5,-5,1,3,10,3,10,-1,5,1,10,5,-1,-3,10,5,0,-3,-1,1,5,0,-5,10,1,-20,-20,0,5,0,20,20,-5,0
335,Ravenclaw,6,female,dragon heartstring,half-blood,161,73,69,69,62,49,70,64,85,58,52,54,56,29,5,-3,5,20,3,10,3,5,5,3,0,0,0,10,3,0,0,10,0,5,20,1,5,5,0,10,10,5,1,-1,5,0,0,3,5,-1,3,0,1,5
336,Ravenclaw,7,female,unicorn hair,pure-blood,142,79,69,67,51,44,58,54,68,73,65,59,53,56,10,5,10,1,20,3,5,-1,0,0,1,5,0,1,10,5,5,-1,-5,0,5,-3,-3,-5,3,0,20,20,1,3,0,3,-10,10,5,5,1,3,20,-10
337,Ravenclaw,3,female,phoenix feather,half-blood,81,41,50,48,49,39,48,43,43,57,71,64,46,32,0,5,1,5,-5,5,0,0,3,-20,1,-3,1,5,5,1,10,-5,5,0,0,3,5,5,3,0,1,5,-1,20,5,5,0,3,5,3,1,5,-1,0
338,Hufflepuff,6,female,unicorn hair,pure-blood,70,43,57,35,74,49,41,46,51,37,52,48,32,0,-5,5,0,1,5,10,5,0,1,0,0,-5,-20,-5,1,0,20,-10,1,10,-5,3,-1,10,5,-3,20,10,10,10,-3,5,-10,5,0,3,-3,1,0,-1
339,Slytherin,5,female,phoenix feather,half-blood,207,71,60,79,65,69,50,75,72,57,65,70,49,92,20,10,3,1,5,-3,1,10,-1,-10,0,1,20,5,1,20,5,5,10,10,-3,10,0,5,5,3,-5,0,0,3,20,1,5,10,0,20,5,5,5,5
340,Ravenclaw,4,male,phoenix feather,half-blood,111,52,42,52,48,65,46,36,45,31,51,52,37,54,0,20,5,0,-10,5,0,-10,10,20,20,5,1,10,1,5,5,10,5,-5,10,-10,20,1,0,1,-10,-20,-5,1,-1,5,1,20,5,1,10,0,-20,5
341,Ravenclaw,1,female,dragon heartstring,half-blood,178,32,67,68,52,49,74,80,60,62,54,63,51,48,3,5,5,0,-5,1,10,1,0,10,10,5,3,5,10,1,5,0,0,0,0,3,-5,5,5,5,0,10,20,1,20,0,10,10,5,5,5,0,0,10
342,Ravenclaw,4,male,phoenix feather,pure-blood,139,47,57,61,59,69,66,54,53,73,60,54,53,11,3,3,5,-20,-20,-20,20,0,-10,20,20,20,-20,20,5,20,10,0,20,10,20,3,-5,0,3,0,-1,5,0,0,5,20,-5,3,0,-10,5,-5,10,5
343,Slytherin,4,male,dragon heartstring,half-blood,-32,49,42,54,45,33,28,25,17,27,38,55,38,72,-5,0,-5,5,-10,20,0,-10,5,-10,-10,-5,-5,-10,0,5,0,0,-1,0,10,10,0,-5,-5,-3,-10,20,-10,-5,1,3,-1,0,5,10,-1,0,-10,-5
344,Gryffindor,2,male,phoenix feather,half-blood,84,43,42,36,46,50,60,41,63,61,60,59,80,53,-5,20,-5,10,3,0,-5,20,-5,1,-1,1,0,3,-20,3,0,5,-1,3,3,0,0,3,5,5,0,5,10,5,-10,10,10,10,-5,3,10,-10,3,0
345,Slytherin,6,female,phoenix feather,half-blood,153,55,67,51,63,64,61,65,76,60,70,57,68,80,1,3,10,5,1,20,-10,1,5,1,5,3,5,0,20,5,10,5,5,-10,0,-20,5,10,3,5,10,0,1,5,5,-1,10,-1,20,10,1,5,-20,20
346,Hufflepuff,5,female,dragon heartstring,half-blood,129,37,45,71,54,60,70,58,47,54,48,51,58,7,3,1,-5,-10,5,-5,5,10,20,0,0,-1,1,10,1,5,-3,-3,20,-5,0,10,0,-3,1,20,1,0,20,-5,-3,-5,-3,1,10,0,10,5,1,20
347,Hufflepuff,5,female,dragon heartstring,pure-blood,164,53,52,49,40,56,62,65,80,73,75,48,58,23,1,0,20,0,20,3,10,0,20,-10,10,-10,20,0,-1,3,10,0,10,5,10,-5,0,0,0,10,10,10,-5,10,10,-5,-3,-1,3,10,20,-20,0,-1
348,Hufflepuff,1,male,unicorn hair,half-blood,194,62,56,87,53,69,72,60,62,58,74,70,92,18,20,5,1,5,5,3,5,20,20,-5,20,0,20,1,20,0,1,5,20,5,10,-20,-5,-5,3,1,3,0,5,3,20,0,5,-5,0,3,1,-1,5,0
349,Slytherin,5,female,unicorn hair,pure-blood,164,59,49,57,56,63,82,69,67,73,58,59,72,97,1,0,0,10,0,10,0,0,20,1,20,3,1,20,5,-1,20,1,1,20,1,3,1,-20,10,20,10,5,10,5,-5,1,0,-1,3,1,0,3,5,-20
350,Gryffindor,5,female,phoenix feather,half-blood,51,37,60,36,34,37,33,23,46,43,50,54,25,32,-5,-10,10,-5,0,-5,-20,10,1,20,20,5,0,0,1,-5,0,-1,-5,-5,20,10,-1,-5,5,5,0,1,-10,5,-10,20,0,3,-10,5,5,-5,10,-3
351,Hufflepuff,4,female,phoenix feather,half-blood,-56,41,24,31,40,43,39,52,50,34,41,48,65,45,5,-10,-1,-20,20,3,-3,5,-5,-3,0,5,-5,20,-5,0,-1,1,-5,10,3,-5,1,-10,-3,-20,1,-1,-10,1,3,0,10,-20,-20,-5,-3,1,10,0
352,Gryffindor,3,female,dragon heartstring,muggle-born,149,70,74,72,52,56,65,58,55,56,68,67,65,40,-1,3,1,20,-1,20,5,1,-3,-1,-1,-3,0,3,0,-1,5,0,20,0,-5,5,-3,3,20,3,0,20,-5,3,10,-5,0,1,5,-10,20,5,5,10
353,Gryffindor,1,female,phoenix feather,half-blood,56,31,38,52,45,52,55,50,52,45,47,54,62,23,1,-1,0,3,20,20,20,1,0,3,5,10,0,1,10,-20,-1,3,-1,0,-20,1,5,-3,5,1,0,3,10,1,-10,-3,-10,5,1,10,-5,-1,-3,-5
354,Hufflepuff,2,female,phoenix feather,half-blood,39,47,44,42,54,55,52,37,41,39,26,42,42,23,-10,0,3,0,20,5,0,-10,0,-5,-1,20,10,1,1,0,-10,-1,-5,3,-5,-5,0,3,0,5,-10,1,-1,3,1,0,3,0,-20,0,10,10,3,20
355,Slytherin,6,female,phoenix feather,half-blood,122,53,58,60,71,47,60,77,46,69,60,82,59,100,1,-5,5,5,20,0,-10,20,10,3,3,10,5,10,-10,-5,5,10,-10,1,0,1,5,-1,3,5,0,-1,1,20,0,0,0,-1,5,5,0,10,1,1
356,Gryffindor,7,female,phoenix feather,half-blood,126,57,63,69,34,70,63,55,59,54,42,68,39,44,0,20,20,1,0,5,10,5,3,0,0,5,-1,1,5,-10,1,3,3,0,-3,5,0,5,0,3,-1,20,-5,5,20,-20,5,0,10,5,10,1,5,-10
357,Slytherin,4,female,phoenix feather,half-blood,103,44,41,50,35,46,60,55,54,49,59,56,67,91,-5,5,20,-1,0,5,0,-20,-20,-3,1,0,-10,3,5,10,0,10,5,5,-20,20,3,5,1,5,0,0,3,5,5,20,5,10,1,3,20,-3,0,10
358,Hufflepuff,2,female,dragon heartstring,muggle-born,30,36,34,37,44,40,44,38,57,39,39,41,67,31,-3,-10,5,-5,-10,20,10,5,0,-5,-10,-1,3,20,10,1,5,-5,-5,0,1,-5,20,0,-3,-5,10,-5,-5,1,-1,0,0,-10,10,5,10,-20,1,1
359,Gryffindor,2,female,phoenix feather,pure-blood,134,62,53,74,60,72,70,54,50,51,54,48,56,46,3,5,10,0,0,1,3,1,1,0,0,20,3,1,5,10,-20,-1,1,5,1,-3,3,3,20,0,0,0,0,1,5,5,0,20,-1,20,0,1,10,1
360,Ravenclaw,4,female,phoenix feather,half-blood,109,41,47,52,38,57,67,59,48,58,61,63,72,36,-10,20,1,5,0,0,-5,-5,5,0,5,0,-3,3,20,5,5,-20,5,50,10,0,5,5,1,1,5,1,-20,0,-5,5,5,0,5,3,-3,5,10,-5
361,Ravenclaw,3,female,unicorn hair,half-blood,135,39,55,57,60,51,60,67,57,42,73,50,56,2,1,1,20,1,0,-10,10,0,0,0,-3,1,5,1,5,5,0,5,3,10,-1,3,0,10,10,5,5,0,5,20,-1,20,-5,5,20,5,-1,10,-10,-20
362,Slytherin,1,male,unicorn hair,half-blood,-105,25,27,22,16,26,24,14,17,21,34,46,14,82,0,0,0,-3,-5,-1,0,3,-10,0,-20,1,-10,-1,10,-1,-5,-1,-1,-5,-10,-1,1,-20,-5,-1,-5,5,1,1,-3,3,1,5,-3,-20,-5,0,0,0
363,Slytherin,4,female,unicorn hair,muggle-born,96,73,37,53,57,58,51,62,44,50,52,45,56,89,-1,-1,0,0,3,5,0,0,-1,3,1,-5,0,10,1,1,0,5,1,0,5,0,-20,5,0,20,20,0,5,10,3,20,5,-20,5,5,1,5,0,5
364,Slytherin,4,male,dragon heartstring,half-blood,-236,-0,12,5,10,10,0,9,2,4,15,-0,0,91,-5,3,0,-20,1,-10,-5,-20,-20,-5,-1,-3,-10,-5,-1,0,-10,-5,-10,-5,-10,-20,0,-3,-20,0,-5,-5,-10,-1,-3,0,0,-5,-20,-3,-5,-5,10,0
365,Gryffindor,2,male,unicorn hair,half-blood,18,55,31,33,28,49,46,45,61,37,45,51,44,19,-20,5,3,-1,10,1,-10,5,-5,-1,0,10,-10,3,0,0,0,1,0,5,10,3,-5,0,10,-1,0,0,20,5,5,-1,5,5,-5,-10,1,0,-10,-10
366,Hufflepuff,6,male,dragon heartstring,half-blood,1,48,53,53,54,29,33,44,35,61,48,62,45,41,0,20,-1,1,10,-20,1,20,0,5,-20,-5,5,-20,-10,10,5,20,-10,-20,1,5,1,5,-10,5,-5,-10,0,1,5,0,-1,10,-1,3,0,3,3,-5
367,Gryffindor,5,male,phoenix feather,half-blood,1,41,43,38,50,41,58,38,35,54,31,46,32,13,-5,-3,-5,1,-10,-5,1,0,0,20,-5,0,-10,0,5,10,0,-1,-5,3,10,1,3,-10,-1,0,3,10,3,0,1,10,-10,-1,0,5,1,5,0,-20
368,Gryffindor,3,male,phoenix feather,half-blood,86,46,51,43,62,58,46,65,49,39,51,43,32,11,0,0,5,0,-3,-5,10,0,5,5,5,20,-1,-10,0,-1,20,-20,-5,20,5,-10,-5,20,5,1,-5,5,0,1,5,0,1,10,5,5,-20,-1,20,-1
369,Hufflepuff,3,male,unicorn hair,half-blood,21,40,35,26,40,42,43,48,53,47,28,50,51,55,-1,3,-5,1,0,1,10,-1,-20,3,-1,-5,3,-10,10,0,20,-5,3,3,-5,10,5,20,1,-1,-1,-10,10,-5,-10,-5,-10,-10,0,-3,20,0,1,5
370,Ravenclaw,2,male,phoenix feather,pure-blood,211,80,58,70,63,56,52,62,43,72,61,60,61,32,3,10,0,20,1,5,-10,0,20,20,20,10,5,5,1,-1,-5,20,10,0,20,1,5,10,10,5,0,20,5,-5,3,0,-5,-10,3,-1,1,-5,10,10
371,Slytherin,3,male,phoenix feather,half-blood,-178,10,18,15,12,9,20,26,18,24,24,26,15,90,-5,-20,0,-5,-5,-1,0,-10,-5,-3,-10,0,0,0,-5,-10,0,20,-1,-20,-3,0,-5,-5,0,-10,0,-5,5,-20,0,0,-3,-20,-1,-20,-5,0,-5,-1
